Index,day,biomassH,day,biomassHF,day,biomass2015,day,yieldH,day,yieldHF,day,yield2015,day,laiH,day,laiHF,day,lai2015,day,biomassM,day,biomassM,biomassMStdError,day,laiM,day,laiM,laiMStdError,Index,day,SAT ,day,SW2015,day,DUL ,day,LL ,day,NO32015,day,ST2015,day,SWM,day,SWM,SWMStdError,day,NO3M,day,NO3M,NO3MStdError,day,STM,day,STM,STMStdError
5243,130,5.1,130,7.3,,,130,0,130,0,,,130,0.008,130,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,131,6.5,131,7.5,,,131,0,131,0,,,131,0.01,131,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5245,132,8.9,132,9.1,,,132,0,132,0,,,132,0.012,132,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5246,133,11.1,133,12.2,,,133,0,133,0,,,133,0.014,133,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5247,134,13.3,134,12.5,,,134,0,134,0,,,134,0.017,134,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5248,135,17.4,135,14.9,,,135,0,135,0,,,135,0.019,135,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5249,136,22.1,136,16.3,,,136,0,136,0,,,136,0.023,136,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5250,137,27.6,137,17,,,137,0,137,0,,,137,0.027,137,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5251,138,34.2,138,22.9,,,138,0,138,0,,,138,0.031,138,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5252,139,42,139,30.3,,,139,0,139,0,,,139,0.037,139,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5253,140,51.1,140,39.5,,,140,0,140,0,,,140,0.043,140,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5254,141,61.6,141,50,,,141,0,141,0,,,141,0.05,141,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5255,142,73,142,58.8,,,142,0,142,0,,,142,0.061,142,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5256,143,83.7,143,73,,,143,0,143,0,,,143,0.074,143,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5257,144,99.6,144,88.6,,,144,0,144,0,,,144,0.085,144,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5258,145,116.7,145,107.4,,,145,0,145,0,,,145,0.096,145,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,146,136.4,146,114.4,,,146,0,146,0,,,146,0.106,146,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5260,147,158.8,147,119.8,,,147,0,147,0,,,147,0.118,147,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5261,148,187.8,148,141.2,,,148,0,148,0,,,148,0.132,148,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,149,216.8,149,172,,,149,0,149,0,,,149,0.152,149,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5263,150,253.3,150,205.2,,,150,0,150,0,,,150,0.176,150,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5264,151,288.9,151,237.5,,,151,0,151,0,,,151,0.203,151,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5265,152,309.3,152,256.2,,,152,0,152,0,,,152,0.229,152,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5266,153,339.1,153,283.6,,,153,0,153,0,,,153,0.248,153,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5267,154,397.7,154,337.6,,,154,0,154,0,,,154,0.27,154,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5268,155,460.8,155,396,,,155,0,155,0,,,155,0.298,155,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5269,156,505.5,156,437.5,,,156,0,156,0,,,156,0.335,156,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5270,157,578.3,157,505.2,,,157,0,157,0,,,157,0.386,157,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5271,158,634.3,158,557.6,,,158,0,158,0,,,158,0.443,158,0.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5272,159,692.5,159,612.1,,,159,0,159,0,,,159,0.492,159,0.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5273,160,798.7,160,711.8,,,160,0,160,0,,,160,0.534,160,0.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5274,161,907.2,161,813.7,,,161,0,161,0,,,161,0.585,161,0.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5275,162,"1,026.80",162,926.4,,,162,0,162,0,,,162,0.64,162,0.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5276,163,"1,127.30",163,"1,021.10",,,163,0,163,0,,,163,0.704,163,0.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5277,164,"1,251.80",164,"1,138.80",,,164,0,164,0,,,164,0.788,164,0.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5278,165,"1,409.40",165,"1,288.10",,,165,0,165,0,,,165,0.905,165,0.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5279,166,"1,582.40",166,"1,452.70",,,166,0,166,0,,,166,1.029,166,0.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5280,167,"1,747.70",167,"1,610.40",,,167,0,167,0,,,167,1.247,167,1.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5281,168,"1,953.60",168,"1,797.00",,,168,0,168,0,,,168,1.513,168,1.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5282,169,"2,152.90",169,"1,980.10",,,169,0,169,0,,,169,1.787,169,1.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5283,170,"2,330.70",170,"2,146.60",,,170,0,170,0,,,170,2.005,170,1.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5284,171,"2,545.30",171,"2,350.00",,,171,0,171,0,,,171,2.242,171,2.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5285,172,"2,856.70",172,"2,648.60",,,172,0,172,0,,,172,2.546,172,2.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5286,173,"3,023.90",173,"2,810.10",,,173,0,173,0,,,173,2.693,173,2.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5287,174,"3,211.90",174,"2,992.60",,,174,0,174,0,,,174,2.845,174,2.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5288,175,"3,517.00",175,"3,290",,,175,0,175,0,,,175,3.074,175,2.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5289,176,"3,864.10",176,"3,630.30",,,176,0,176,0,,,176,3.311,176,3.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5290,177,"4,195.40",177,"3,956.50",,,177,0,177,0,,,177,3.516,177,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5291,178,"4,497.60",178,"4,255.10",,,178,0,178,0,,,178,3.687,178,3.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5292,179,"4,858.50",179,"4,612.40",,,179,0,179,0,,,179,3.874,179,3.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5293,180,"5,243.20",180,"4,993.90",,,180,0,180,0,,,180,4.057,180,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5294,181,"5,631.00",181,"5,379",,,181,0,181,0,,,181,4.223,181,4.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5295,182,"6,007.20",182,"5,753.60",,,182,0,182,0,,,182,4.375,182,4.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5296,183,"6,368.30",183,"6,113.20",,,183,0,183,0,,,183,4.508,183,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5297,184,"6,640.40",184,"6,384.30",,,184,0,184,0,,,184,4.596,184,4.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5298,185,"6,950.50",185,"6,693.50",,,185,0,185,0,,,185,4.69,185,4.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5299,186,"7,331.00",186,"7,073.00",,,186,0,186,0,,,186,4.779,186,4.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,187,"7,704.80",187,"7,446.20",,,187,0,187,0,,,187,4.757,187,4.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5301,188,"7,976.50",188,"7,718.00",,,188,0,188,0,,,188,4.728,188,4.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5302,189,"8,318.40",189,"8,060",,,189,0,189,0,,,189,4.701,189,4.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5303,190,"8,701.30",190,"8,443.20",,,190,0,190,0,,,190,4.674,190,4.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5304,191,"8,997.90",191,"8,739.90",,,191,0,191,0,,,191,4.649,191,4.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5305,192,"9,367.20",192,"9,109.40",,,192,0,192,0,,,192,4.625,192,4.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5306,193,"9,651",193,"9,393.30",,,193,0,193,0,,,193,4.602,193,4.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5307,194,"9,891.20",194,"9,633.70",,,194,0,194,0,,,194,4.58,194,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5308,195,"10,252.40",195,"9,995",,,195,0,195,0,,,195,4.558,195,4.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5309,196,"10,625.00",196,"10,367.70",,,196,0,196,0,,,196,4.538,196,4.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5310,197,"10,970.60",197,"10,714",,,197,0,197,0,,,197,4.519,197,4.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5311,198,"11,298.80",198,"11,041.80",,,198,0,198,0,,,198,4.5,198,4.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5312,199,"11,672.80",199,"11,416.00",,,199,0,199,0,,,199,4.482,199,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5313,200,"12,045.70",200,"11,789.00",,,200,0,200,0.00,,,200,4.465,200,4.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5314,201,"12,262.80",201,"12,006.20",,,201,0,201,0.00,,,201,4.448,201,4.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5315,202,"12,550.50",202,"12,258.10",,,202,0.00,202,314,,,202,4.432,202,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5316,203,"12,873.00",203,"12,580.70",,,203,322.70,203,637.90,,,203,4.417,203,4.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5317,204,"13,201.70",204,"12,909.50",,,204,649.70,204,966,,,204,4.402,204,4.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5318,205,"13,517.10",205,"13,225.00",,,205,976.70,205,"1,294",,,205,4.388,205,4.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5319,206,"13,834.90",206,"13,542.90",,,206,"1,286.10",206,"1,603.80",,,206,4.374,206,4.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5320,207,"14,109.60",207,"13,817.60",,,207,"1,567.10",207,"1,885.60",,,207,4.361,207,4.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5321,208,"14,390.70",208,"14,098.80",,,208,"1,862.10",208,"2,181.40",,,208,4.348,208,4.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5322,209,"14,717.20",209,"14,426",,,209,"2,147.10",209,"2,467.20",,,209,4.336,209,4.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5323,210,"15,037.20",210,"14,747",,,210,"2,445.90",210,"2,766.80",,,210,4.325,210,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5324,211,"15,347.60",211,"15,057.60",,,211,"2,754.80",211,"3,077",,,211,4.313,211,4.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5325,212,"15,609.40",212,"15,319.30",,,212,"3,090.10",212,"3,412.70",,,212,4.303,212,4.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5326,213,"15,863.60",213,"15,574",,,213,"3,436.00",213,"3,760",,,213,4.292,213,4.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5327,214,"16,044.20",214,"15,753.80",,,214,"3,770.30",214,"4,094.70",,,214,4.282,214,4.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5328,215,"16,210.70",215,"15,920.30",,,215,"4,119.80",215,"4,445.20",,,215,4.273,215,4.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5329,216,"16,429.20",216,"16,138.80",,,216,"4,460.30",216,"4,786.60",,,216,4.263,216,4.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5330,217,"16,735.70",217,"16,445.40",,,217,"4,713.30",217,"5,040.30",,,217,4.254,217,4.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5331,218,"17,036.20",218,"16,746.00",,,218,"4,985.40",218,"5,313.20",,,218,4.246,218,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5332,219,"17,324.10",219,"17,032.60",,,219,"5,294.80",219,"5,623.40",,,219,4.237,219,4.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5333,220,"17,617.50",220,"17,324.00",,,220,"5,631.10",220,"5,960.60",,,220,4.229,220,4.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5334,221,"17,813",221,"17,517.20",,,221,"5,921.60",221,"6,252",,,221,4.221,221,4.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5335,222,"18,008.90",222,"17,711.80",,,222,"6,262.40",222,"6,593.60",,,222,4.214,222,4.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5336,223,"18,299",223,"18,000.00",,,223,"6,574.60",223,"6,906.60",,,223,4.207,223,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5337,224,"18,433.90",224,"18,133.30",,,224,"6,888.20",224,"7,221.00",,,224,4.2,224,4.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5338,225,"18,678.80",225,"18,376.20",,,225,"7,226.80",225,"7,560.50",,,225,4.193,225,4.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5339,226,"18,967.70",226,"18,662.70",,,226,"7,483.20",226,"7,817.70",,,226,4.187,226,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5340,227,"19,232.20",227,"18,924.10",,,227,"7,747.50",227,"8,082.70",,,227,4.18,227,4.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5341,228,"19,501.20",228,"19,189",,,228,"8,039.80",228,"8,375.70",,,228,4.174,228,4.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5342,229,"19,687.10",229,"19,372.10",,,229,"8,379.60",229,"8,716.50",,,229,4.169,229,4.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5343,230,"19,949.90",230,"19,630.80",,,230,"8,717.30",230,"9,055.10",,,230,4.163,230,4.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5344,231,"20,206.60",231,"19,883.10",,,231,"9,055.00",231,"9,393.60",,,231,4.157,231,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5345,232,"20,422.20",232,"20,094.70",,,232,"9,361.00",232,"9,700.50",,,232,4.152,232,4.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5346,233,"20,677",233,"20,343.90",,,233,"9,648.50",233,"9,988.80",,,233,4.147,233,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5347,234,"20,922",234,"20,583.90",,,234,"9,932.40",234,"10,273.50",,,234,4.142,234,4.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5348,235,"21,150.30",235,"20,805.80",,,235,"10,249.30",235,"10,591.20",,,235,4.138,235,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5349,236,"21,386.10",236,"21,035.70",,,236,"10,582",236,"10,827",,,236,4.133,236,4.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5350,237,"21,583",237,"21,223.70",,,237,"10,924.60",237,"11,015.00",,,237,4.129,237,4.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5351,238,"21,812",238,"21,435.70",,,238,"11,153.50",238,"11,227.00",,,238,4.124,238,4.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5352,239,"22,033.10",239,"21,641.00",,,239,"11,374.80",239,"11,432.40",,,239,4.12,239,4.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5353,240,"22,181.60",240,"21,779",,,240,"11,523",240,"11,570.50",,,240,4.116,240,4.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5354,241,"22,397.60",241,"21,981.20",,,241,"11,739.30",241,"11,772.50",,,241,4.112,241,4.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5355,242,"22,552.90",242,"22,126.60",,,242,"11,894.60",242,"11,917.90",,,242,4.109,242,4.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5356,243,"22,723.60",243,"22,286.80",,,243,"12,065.30",243,"12,078.10",,,243,4.105,243,4.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5357,244,"22,802.20",244,"22,360",,,244,"12,143.90",244,"12,152",,,244,4.102,244,4.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5358,245,"22,897.00",245,"22,449.70",,,245,"12,239",245,"12,241.00",,,245,4.098,245,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5359,246,"23,037.30",246,"22,582.30",,,246,"12,379.00",246,"12,373.60",,,246,4.095,246,4.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5360,247,"23,128.70",247,"22,668.60",,,247,"12,470.30",247,"12,459.90",,,247,4.092,247,4.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5361,248,"23,313.90",248,"22,844.40",,,248,"12,655.60",248,"12,635.70",,,248,4.089,248,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5362,249,"23,507.20",249,"23,028.20",,,249,"12,848.90",249,"12,819.60",,,249,4.086,249,4.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5363,250,"23,690",250,"23,202.50",,,250,"13,031.90",250,"12,993.90",,,250,4.083,250,4.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5364,251,"23,858.40",251,"23,362.80",,,251,"13,200.10",251,"13,154",,,251,4.081,251,4.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5365,252,"24,028.90",252,"23,525.60",,,252,"13,370.60",252,"13,316.90",,,252,4.078,252,4.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5366,253,"24,192.10",253,"23,670",,,253,"13,534",253,"13,317",,,253,4.075,253,4.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5367,254,"24,341.30",254,"23,818.90",,,254,"13,534",254,"13,317",,,254,4.073,254,4.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5368,255,"24,482.60",255,"23,819",,,255,"13,533.70",255,"13,317",,,255,4.071,255,4.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5369,256,"24,482.60",256,"23,819",,,256,"13,533.70",256,"13,317",,,256,4.068,256,4.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5370,257,"24,482.60",257,"23,818.90",,,257,"13,533.70",257,"13,316.90",,,257,4.066,257,4.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5371,258,"24,482.60",258,"23,818.90",,,258,"13,533.70",258,"13,316.90",,,258,4.064,258,4.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5372,259,"24,482.60",259,"23,818.90",,,259,"13,533.70",259,"13,316.90",,,259,4.062,259,4.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5373,260,"24,482.60",260,"23,818.90",,,260,"13,533.70",260,"13,316.90",,,260,4.06,260,4.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5374,261,"24,482.60",261,"23,818.90",,,261,"13,533.70",261,"13,316.90",,,261,4.058,261,4.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5375,262,"24,482.60",262,"23,818.90",,,262,"13,533.70",262,"13,316.90",,,262,4.056,262,4.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5376,263,"24,482.60",263,"23,818.90",,,263,"13,533.70",263,"13,316.90",,,263,4.054,263,4.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5377,264,"24,482.60",264,"23,818.90",,,264,"13,533.70",264,"13,316.90",,,264,4.052,264,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5378,265,"24,482.60",265,0,,,265,"13,533.70",265,0,,,265,0.003,265,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5379,266,0,266,0,,,266,0,266,0,,,266,0,266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5380,267,0,267,0,,,267,0,267,0,,,267,0,267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5381,268,0,268,0,,,268,0,268,0,,,268,0,268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5382,269,0,269,0,,,269,0,269,0,,,269,0,269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5383,270,0,270,0,,,270,0,270,0,,,270,0,270,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5384,271,0,271,0,,,271,0,271,0,,,271,0,271,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5385,272,0,272,0,,,272,0,272,0,,,272,0,272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5386,273,0,273,0,,,273,0,273,0,,,273,0,273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5387,274,0,274,0,,,274,0,274,0,,,274,0,274,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5388,275,0,275,0,,,275,0,275,0,,,275,0,275,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5389,276,0,276,0,,,276,0,276,0,,,276,0,276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5390,277,0,277,0,,,277,0,277,0,,,277,0,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,278,0,278,0,,,278,0,278,0,,,278,0,278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5392,279,0,279,0,,,279,0,279,0,,,279,0,279,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5393,280,0,280,0,,,280,0,280,0,,,280,0,280,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,281,0,281,0,,,281,0,281,0,,,281,0,281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5395,282,0,282,0,,,282,0,282,0,,,282,0,282,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5396,283,0,283,0,,,283,0,283,0,,,283,0,283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5397,284,0,284,0,,,284,0,284,0,,,284,0,284,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5398,285,0,285,0,,,285,0,285,0,,,285,0,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5399,286,0,286,0,,,286,0,286,0,,,286,0,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,287,0,287,0,,,287,0,287,0,,,287,0,287,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401,288,0,288,0,,,288,0,288,0,,,288,0,288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5402,289,0,289,0,,,289,0,289,0,,,289,0,289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5403,290,0,290,0,,,290,0,290,0,,,290,0,290,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5404,291,0,291,0,,,291,0,291,0,,,291,0,291,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
